2,13
1,98
2,08
1,64
1,63
1,72
1,63
1,87
1,63
1,84
1,58
1,94
1,69
2,17
2,06
2,11
1,50
2,07
1,68
1,69
1,58
1,61
1,77
1,70
1,66
2,13
1,71
1,69
1,77
1,73
2,17
2,02
1,61
1,71
1,89
1,66
2,05
1,84
1,77
2,18
1,93
1,71
1,79
1,55
2,05
2,05
1,67
1,64
1,53
1,64
1,74
1,74
1,85
1,69
1,78
1,56
1,93
1,69
1,93
1,77
1,68
1,96
2,06
1,64
2,20
1,52
1,74
1,95
1,68
1,50
1,55
1,85
1,89
1,72
1,76
1,56
1,85
2,17
2,12
2,03
2,12
1,76
1,84
1,80
2,02
1,95
1,80
1,53
2,15
1,92
2,11
1,99
1,68
1,67
1,59
1,89
1,76
1,52
1,97
1,70
1,96
1,73
1,99
1,84
2,05
1,83
1,74
1,80
2,18
1,56
1,53
1,89
2,06
2,15
2,10
1,52
2,10
1,51
1,90
2,00
1,71
2,15
1,57
1,56
1,88
2,19
1,60
2,06
1,75
1,82
1,51
1,54
2,14
1,88
1,76
1,78
1,91
2,17
1,77
1,54
2,05
2,10
1,71
1,56
2,09
1,95
1,63
2,01
1,81
2,05
1,90
2,04
1,98
2,03
2,16
1,59
2,06
2,11
1,93
2,17
2,10
2,06
1,89
1,52
2,08
1,70
1,74
2,15
2,14
2,04
1,88
1,68
1,59
1,53
1,94
1,83
1,88
2,16
1,93
1,75
2,06
2,15
1,78
1,68
1,66
2,02
1,52
1,78
2,13
1,54
1,53
1,74
1,91
1,96
1,64
1,98
1,71
1,50
2,05
1,73
1,53
1,80
1,80
1,52
1,90
2,07
2,00
2,11
1,53
2,05
2,07
1,87
1,69
1,81
1,59
2,20
2,18
1,85
1,92
2,17
2,09
1,74
1,62
1,61
1,66
1,92
2,00
1,91
2,05
1,77
2,02
2,17
1,65
2,17
2,15
2,00
1,56
1,69
1,84
1,64
1,81
1,97
1,71
1,64
2,13
2,13
1,59
1,79
1,97
2,04
1,84
1,61
2,15
2,04
1,91
1,67
2,13
1,75
1,68
1,62
1,55
1,57
1,81
1,68
2,02
1,60
1,72
2,10
1,77
1,60
2,15
2,20
1,74
2,16
1,54
2,01
1,66
1,71
1,75
1,80
2,18
2,04
1,64
1,89
1,62
1,91
1,99
1,58
2,13
1,71
1,58
2,02
1,69
2,00
2,05
2,00
1,66
1,50
1,82
1,78
1,83
2,14
1,64
1,91
1,99
1,77
1,76
1,52
1,81
1,58
1,54
2,01
2,06
2,06
1,75
1,70
2,19
1,72
2,17
1,71
1,93
1,55
1,91
2,15
2,20
2,19
1,52
1,73
1,55
1,92
1,78
1,50
1,79
1,52
2,11
1,88
2,11
2,18
2,15
1,52
2,01
1,98
1,89
1,67
1,52
1,59
1,75
1,83
1,58
1,63
1,65
2,06
2,02
1,85
1,72
1,59
2,13
1,65
2,12
1,60
1,72
2,16
1,58
2,01
1,76
1,81
1,88
1,71
1,51
2,18
1,59
1,72
2,13
2,03
1,83
2,10
1,71
1,55
1,69
